GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
8600000US04107,04107,ZCTA5 04107,3628,111,98854,10746,97.7,1.4,97917,12206,1.2,1.3,103641,21056,0.0,0.6,-,**,1.0,0.9,196875,216084,0.0,0.6,-,**,0.0,0.6,-,**,0.0,0.6,-,**,0.8,0.8,114688,112329,96.9,1.5,97552,13111,0.0,0.6,-,**,17.1,3.0,103882,14455,55.7,3.2,118784,10646,27.2,3.0,55889,3774,2747,124,115066,10045,43.2,4.2,122629,12577,56.8,4.2,110947,19003,84.6,5.2,120862,7635,11.2,4.1,58514,17011,4.2,2.8,190994,25232,881,171,51038,7637,62.7,9.4,50152,14286,60.4,9.3,48000,14765,2.3,2.9,-,**,37.3,9.4,52163,10017,33.3,9.5,50433,10105,4.1,4.0,63667,71324,27.3,(X),(X),(X),25.6,(X),(X),(X),32.6,(X),(X),(X)
8600000US04108,04108,ZCTA5 04108,421,62,51042,5616,99.0,1.2,51208,5223,0.0,5.2,-,**,0.0,5.2,-,**,1.0,1.2,-,**,0.0,5.2,-,**,0.0,5.2,-,**,0.0,5.2,-,**,0.0,5.2,-,**,99.0,1.2,51208,5223,0.7,1.6,-,**,13.3,4.1,51000,14667,55.1,8.2,86500,30457,30.9,7.7,25795,2473,268,41,82000,19970,29.9,8.8,83500,77919,70.1,8.8,81000,15040,84.7,10.0,87375,18419,13.8,9.2,27250,48382,1.5,2.6,-,**,153,44,25972,2163,68.0,17.5,24737,3257,57.5,16.7,23684,2559,10.5,6.8,86250,50230,32.0,17.5,26838,3003,32.0,17.5,26838,3003,0.0,13.6,-,**,23.8,(X),(X),(X),21.6,(X),(X),(X),27.5,(X),(X),(X)
8600000US04109,04109,ZCTA5 04109,43,28,59750,105483,88.4,16.9,92500,78783,0.0,37.6,-,**,0.0,37.6,-,**,0.0,37.6,-,**,0.0,37.6,-,**,0.0,37.6,-,**,11.6,16.9,-,**,0.0,37.6,-,**,88.4,16.9,92500,78783,0.0,37.6,-,**,90.7,19.4,58750,76411,0.0,37.6,-,**,9.3,19.4,-,**,36,26,112667,97937,88.9,23.3,59500,119833,11.1,23.3,-,**,100.0,41.1,112667,97937,0.0,41.1,-,**,0.0,41.1,-,**,7,8,-,**,0.0,93.3,-,**,0.0,93.3,-,**,0.0,93.3,-,**,100.0,93.3,-,**,71.4,54.4,-,**,28.6,54.4,-,**,65.1,(X),(X),(X),72.2,(X),(X),(X),28.6,(X),(X),(X)
8600000US04110,04110,ZCTA5 04110,555,99,134453,51934,93.3,7.5,148571,53830,0.0,4.0,-,**,0.0,4.0,-,**,5.0,7.1,-,**,0.0,4.0,-,**,0.0,4.0,-,**,1.6,2.6,-,**,1.6,2.6,-,**,93.3,7.5,148571,53830,0.0,4.0,-,**,21.8,11.2,160474,8506,45.2,14.1,150250,66069,33.0,12.2,72917,39361,388,97,157378,8596,46.1,14.4,168472,111167,53.9,14.4,148661,66128,96.1,6.0,160320,8312,0.0,5.6,-,**,3.9,6.0,-,**,167,65,50221,29889,76.0,20.3,60703,50477,65.3,22.6,60703,70546,10.8,12.8,-,**,24.0,20.3,15893,17751,24.0,20.3,15893,17751,0.0,12.6,-,**,17.8,(X),(X),(X),9.8,(X),(X),(X),36.5,(X),(X),(X)
8600000US04210,04210,ZCTA5 04210,9800,305,45279,3063,94.2,1.2,45574,3336,0.9,0.5,23654,25889,0.2,0.2,125250,110504,1.1,0.5,56250,30757,0.0,0.1,-,**,0.2,0.3,-,**,3.4,1.0,25781,10722,0.9,0.6,22097,43089,93.8,1.3,45806,3392,2.9,1.2,32917,20017,34.0,2.2,48850,4544,38.1,2.3,57467,8756,25.0,2.0,31795,3357,5667,225,62830,6348,46.0,2.8,54817,8096,54.0,2.8,67850,5751,72.4,4.2,78478,2904,18.0,3.1,26893,4459,9.6,2.9,50000,31779,4133,342,25177,3386,54.4,5.3,26267,4596,43.0,5.3,19983,4457,11.4,3.4,46588,16339,45.6,5.3,23792,4487,35.3,5.0,17958,4321,10.3,2.7,49450,5496,19.7,(X),(X),(X),19.7,(X),(X),(X),18.1,(X),(X),(X)
8600000US04216,04216,ZCTA5 04216,176,39,33571,4509,100.0,12.0,33571,4509,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,100.0,12.0,33571,4509,0.0,12.0,-,**,10.8,5.8,38750,12949,55.7,10.3,28750,10800,33.5,9.9,33472,8588,118,31,37143,4319,11.0,6.2,55750,19637,89.0,6.2,35536,4920,85.6,6.9,39125,3830,11.0,6.8,21875,29946,3.4,2.7,-,**,58,21,18611,11045,50.0,17.4,14583,13402,37.9,15.7,13611,2316,12.1,12.9,-,**,50.0,17.4,19464,71146,50.0,17.4,19464,71146,0.0,31.0,-,**,23.3,(X),(X),(X),16.1,(X),(X),(X),37.9,(X),(X),(X)
8600000US04217,04217,ZCTA5 04217,1171,91,49063,10214,100.0,1.9,49063,10214,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,1.5,2.2,-,**,98.5,2.2,47308,9651,2.9,1.9,19000,4830,26.2,5.3,52202,21189,43.0,6.3,61576,7936,27.9,5.3,28750,7395,849,74,61587,7867,32.3,6.4,81786,40878,67.7,6.4,59766,7378,84.8,5.3,68875,17889,6.1,3.1,16667,34029,9.1,4.4,32829,14766,322,74,23750,5171,69.3,9.9,24375,5158,61.5,11.8,22917,5432,7.8,4.9,26750,36274,30.7,9.9,19861,17907,26.1,9.3,17778,10851,4.7,4.3,51719,5005,25.3,(X),(X),(X),25.9,(X),(X),(X),23.6,(X),(X),(X)
8600000US04219,04219,ZCTA5 04219,569,72,39770,1863,97.9,1.9,39872,1855,0.0,3.9,-,**,0.5,0.6,-,**,0.0,3.9,-,**,0.0,3.9,-,**,0.0,3.9,-,**,1.6,1.7,-,**,0.9,1.5,-,**,97.0,2.1,40000,1913,3.2,2.4,32143,75711,18.1,4.7,44821,12026,48.7,6.5,41141,16601,30.1,4.7,25417,13775,422,62,41959,7001,24.6,6.5,44375,23177,75.4,6.5,41552,4442,83.4,6.9,44000,20049,9.5,4.8,20000,23376,7.1,5.0,12083,26092,147,36,17946,2856,64.6,11.5,16442,2253,59.9,12.4,15769,1944,4.8,6.7,-,**,35.4,11.5,30000,24089,33.3,11.6,29063,26684,2.0,3.2,-,**,24.6,(X),(X),(X),22.3,(X),(X),(X),27.9,(X),(X),(X)
8600000US04220,04220,ZCTA5 04220,1211,87,40046,8419,96.6,3.6,38482,6318,0.0,1.8,-,**,0.8,1.6,-,**,0.0,1.8,-,**,0.0,1.8,-,**,0.7,0.9,-,**,1.9,2.9,-,**,0.7,0.9,-,**,96.6,3.6,38482,6318,1.6,1.2,28125,7413,25.5,4.3,62750,20879,48.7,5.1,53333,9801,24.2,4.1,29671,3512,750,75,54559,13872,38.4,6.6,46389,28209,61.6,6.6,58269,9527,73.6,7.4,65000,7509,12.4,4.3,28375,6101,14.0,5.4,29226,8356,461,81,28191,4942,45.3,10.1,22188,14554,39.5,10.0,19167,5669,5.9,4.7,106528,37166,54.7,10.1,28707,4664,46.6,10.4,26635,9362,8.0,4.5,41750,14322,26.2,(X),(X),(X),27.5,(X),(X),(X),21.7,(X),(X),(X)
8600000US04221,04221,ZCTA5 04221,426,60,44412,7663,94.8,5.5,44853,8149,0.0,5.1,-,**,0.0,5.1,-,**,0.7,1.2,-,**,0.0,5.1,-,**,0.0,5.1,-,**,4.5,5.5,24063,25820,0.0,5.1,-,**,94.8,5.5,44853,8149,1.9,1.9,-,**,29.1,7.2,62500,16546,41.8,8.7,46667,22417,27.2,8.3,24750,29630,277,57,58125,14836,37.9,9.8,51250,22594,62.1,9.8,61250,18939,81.2,7.4,63750,10132,10.8,6.1,42500,3805,7.9,5.1,19286,16484,149,41,23580,5645,41.6,16.7,23000,9973,27.5,15.0,13542,23557,14.1,15.3,23854,20962,58.4,16.7,24821,11641,48.3,15.1,22857,9855,10.1,7.4,34583,28382,19.7,(X),(X),(X),15.9,(X),(X),(X),26.8,(X),(X),(X)
8600000US04222,04222,ZCTA5 04222,1526,103,66591,16794,98.8,1.3,67813,16419,0.0,1.5,-,**,0.2,0.3,-,**,0.0,1.5,-,**,0.0,1.5,-,**,0.0,1.5,-,**,1.0,1.3,-,**,0.0,1.5,-,**,98.8,1.3,67813,16419,0.0,1.5,-,**,32.3,4.7,66477,35055,50.4,5.4,78281,15231,17.3,4.5,40417,24264,1149,94,79398,10115,38.9,5.8,76250,31783,61.1,5.8,82059,12221,83.8,8.5,88472,15580,15.2,8.2,29250,28616,1.0,1.5,-,**,377,105,32433,3557,35.5,16.4,35431,16475,23.3,12.9,15278,22002,12.2,8.7,117833,129358,64.5,16.4,32015,3031,54.9,15.5,31607,2074,9.5,11.2,-,**,19.0,(X),(X),(X),17.8,(X),(X),(X),22.8,(X),(X),(X)
8600000US04224,04224,ZCTA5 04224,1106,106,40625,7677,100.0,2.0,40625,7677,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,1.4,1.6,9500,45811,98.6,1.6,42188,7883,0.3,0.5,-,**,25.0,5.1,35809,14399,45.7,6.4,55625,8634,29.0,5.4,24107,6853,726,102,47368,8800,39.9,6.3,44600,6148,60.1,6.3,52981,8593,71.2,6.1,52757,3834,16.4,5.5,18854,5412,12.4,3.8,60357,32308,380,93,18958,8151,53.2,12.3,14219,6410,40.3,10.8,10089,2600,12.9,7.9,44712,17956,46.8,12.3,27917,28100,26.1,11.9,11393,3685,20.8,9.9,63250,69115,26.9,(X),(X),(X),27.7,(X),(X),(X),25.5,(X),(X),(X)
8600000US04226,04226,ZCTA5 04226,66,25,35278,7590,100.0,28.2,35278,7590,0.0,28.2,-,**,0.0,28.2,-,**,0.0,28.2,-,**,0.0,28.2,-,**,0.0,28.2,-,**,0.0,28.2,-,**,0.0,28.2,-,**,100.0,28.2,35278,7590,0.0,28.2,-,**,22.7,20.4,33750,3337,22.7,15.4,59219,61877,54.5,21.4,34583,4602,40,15,48125,13306,32.5,19.6,59375,86801,67.5,19.6,33542,12403,97.5,6.4,48438,10814,2.5,6.4,-,**,0.0,39.0,-,**,26,21,34545,1996,100.0,48.4,34545,1996,100.0,48.4,34545,1996,0.0,48.4,-,**,0.0,48.4,-,**,0.0,48.4,-,**,0.0,48.4,-,**,19.7,(X),(X),(X),32.5,(X),(X),(X),0.0,(X),(X),(X)
8600000US04227,04227,ZCTA5 04227,23,13,60893,35326,100.0,51.5,60893,35326,0.0,51.5,-,**,0.0,51.5,-,**,0.0,51.5,-,**,0.0,51.5,-,**,0.0,51.5,-,**,0.0,51.5,-,**,0.0,51.5,-,**,100.0,51.5,60893,35326,0.0,51.5,-,**,0.0,51.5,-,**,30.4,40.7,-,**,69.6,40.7,49500,45584,19,16,61607,41180,36.8,46.2,-,**,63.2,46.2,-,**,100.0,56.6,61607,41180,0.0,56.6,-,**,0.0,56.6,-,**,4,6,-,**,100.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,17.4,(X),(X),(X),0.0,(X),(X),(X),100.0,(X),(X),(X)
8600000US04228,04228,ZCTA5 04228,28,40,-,**,100.0,46.6,-,**,0.0,46.6,-,**,0.0,46.6,-,**,0.0,46.6,-,**,0.0,46.6,-,**,0.0,46.6,-,**,0.0,46.6,-,**,0.0,46.6,-,**,100.0,46.6,-,**,0.0,46.6,-,**,100.0,46.6,-,**,0.0,46.6,-,**,0.0,46.6,-,**,28,40,-,**,100.0,46.6,-,**,0.0,46.6,-,**,100.0,46.6,-,**,0.0,46.6,-,**,0.0,46.6,-,**,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),-,(X),(X),(X)
8600000US04231,04231,ZCTA5 04231,118,24,45357,8179,98.3,2.8,45000,9181,0.0,17.3,-,**,0.0,17.3,-,**,0.0,17.3,-,**,0.0,17.3,-,**,0.0,17.3,-,**,1.7,2.8,-,**,0.0,17.3,-,**,98.3,2.8,45000,9181,0.0,17.3,-,**,20.3,9.8,67500,54314,46.6,10.2,35625,16589,33.1,10.8,47750,40697,80,23,53125,9802,33.8,16.8,45625,41393,66.3,16.8,54063,11812,85.0,9.6,55833,18799,3.8,4.3,-,**,11.3,9.1,37917,16421,38,13,18125,4409,26.3,12.8,10833,3748,26.3,12.8,10833,3748,0.0,40.0,-,**,73.7,12.8,19375,3751,57.9,15.8,17500,3563,15.8,12.3,61250,52268,12.7,(X),(X),(X),15.0,(X),(X),(X),7.9,(X),(X),(X)
8600000US04234,04234,ZCTA5 04234,44,46,28621,5774,100.0,37.1,28621,5774,0.0,37.1,-,**,0.0,37.1,-,**,0.0,37.1,-,**,0.0,37.1,-,**,0.0,37.1,-,**,0.0,37.1,-,**,0.0,37.1,-,**,100.0,37.1,28621,5774,0.0,37.1,-,**,34.1,58.9,-,**,65.9,58.9,-,**,0.0,37.1,-,**,15,17,-,**,100.0,63.7,-,**,0.0,63.7,-,**,100.0,63.7,-,**,0.0,63.7,-,**,0.0,63.7,-,**,29,47,-,**,100.0,45.8,-,**,100.0,45.8,-,**,0.0,45.8,-,**,0.0,45.8,-,**,0.0,45.8,-,**,0.0,45.8,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),0.0,(X),(X),(X)
8600000US04236,04236,ZCTA5 04236,1710,84,64615,8646,99.2,0.8,64865,8804,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.8,0.8,52679,13160,1.1,1.6,-,**,98.1,1.8,64500,8361,1.8,2.0,-,**,36.5,6.2,73139,15342,42.0,5.4,69838,9405,19.6,3.8,31065,11593,1238,92,70245,4035,43.0,7.2,73009,20799,57.0,7.2,69773,2998,76.7,7.4,74529,7810,14.2,6.0,27609,13472,9.1,5.0,24777,37251,472,122,33056,13062,49.8,11.6,19702,21568,36.9,11.3,14167,11780,12.9,8.1,63750,19708,50.2,11.6,54712,38955,28.6,9.3,19875,16376,21.6,10.6,108158,34813,27.1,(X),(X),(X),28.8,(X),(X),(X),15.5,(X),(X),(X)
8600000US04237,04237,ZCTA5 04237,73,23,42188,16933,100.0,26.0,42188,16933,0.0,26.0,-,**,0.0,26.0,-,**,0.0,26.0,-,**,0.0,26.0,-,**,0.0,26.0,-,**,0.0,26.0,-,**,0.0,26.0,-,**,100.0,26.0,42188,16933,5.5,8.6,-,**,5.5,6.4,-,**,39.7,16.0,63125,8847,49.3,16.3,28333,15350,38,14,66250,5153,31.6,16.9,68750,8646,68.4,16.9,65000,12742,92.1,10.4,67188,5436,5.3,8.4,-,**,2.6,8.2,-,**,35,19,19464,7182,45.7,29.2,19643,1626,42.9,27.0,19792,2033,2.9,9.4,-,**,54.3,29.2,9875,36766,48.6,31.4,9625,27289,5.7,8.7,-,**,41.1,(X),(X),(X),47.4,(X),(X),(X),34.3,(X),(X),(X)
8600000US04238,04238,ZCTA5 04238,466,55,54167,7614,98.1,3.1,54917,8025,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,1.9,3.1,-,**,0.0,4.7,-,**,98.1,3.1,54917,8025,0.6,1.0,-,**,32.0,7.5,48125,13550,55.2,7.8,64750,24535,12.2,4.4,30694,12446,357,58,62019,19885,38.1,8.8,72500,53324,61.9,8.8,61875,17736,84.3,6.3,76250,17094,9.0,5.1,39167,7437,6.7,3.8,42778,3033,109,40,28438,10880,40.4,16.2,22500,6624,27.5,13.3,17500,14876,12.8,12.7,27188,88457,59.6,16.2,34861,17269,45.0,18.9,32639,18555,14.7,14.8,-,**,23.6,(X),(X),(X),26.9,(X),(X),(X),12.8,(X),(X),(X)
8600000US04239,04239,ZCTA5 04239,1722,142,52642,5384,97.3,2.2,53125,4780,0.0,1.3,-,**,1.2,1.2,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,1.5,2.0,-,**,0.0,1.3,-,**,97.3,2.2,53125,4780,5.7,4.1,31121,4653,25.7,6.0,64023,30095,44.5,7.0,67738,13500,24.1,4.0,42375,7580,1392,129,54563,7103,34.8,6.5,50288,18787,65.2,6.5,58555,8310,74.1,9.3,64701,16858,15.1,7.0,29091,5415,10.8,7.7,40625,18743,330,111,34464,10509,50.6,17.9,29375,7848,36.4,17.4,29231,5948,14.2,10.9,50250,65186,49.4,17.9,42969,25860,33.3,18.2,33750,38446,16.1,12.8,42969,32379,22.2,(X),(X),(X),21.6,(X),(X),(X),11.8,(X),(X),(X)
8600000US04240,04240,ZCTA5 04240,15497,362,36696,2365,94.0,0.9,37183,2579,1.6,0.4,15063,3719,0.2,0.1,20938,46664,0.7,0.4,79881,23205,0.0,0.1,-,**,0.0,0.1,-,**,3.5,0.7,34412,11663,1.7,0.7,20519,5019,92.8,1.0,37708,2689,5.2,1.4,21605,5415,34.4,1.9,35914,5848,37.1,2.0,46621,3997,23.3,1.5,28956,2442,8886,332,47004,4455,45.1,3.1,28197,2331,54.9,3.1,59426,4285,64.4,3.5,65450,2566,28.0,3.3,18100,6135,7.6,2.3,28289,4558,6611,460,23418,2601,54.1,4.4,22146,1676,45.4,4.6,20450,2170,8.6,2.5,37420,6793,45.9,4.4,27779,6972,35.9,4.4,20745,4381,10.1,2.7,49438,10681,20.0,(X),(X),(X),19.2,(X),(X),(X),19.7,(X),(X),(X)
8600000US04250,04250,ZCTA5 04250,1718,130,44889,6664,95.2,2.7,45197,6798,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,4.8,2.7,39457,75245,0.9,1.6,-,**,95.2,2.7,45197,6798,3.0,3.4,18977,841,32.3,5.3,67612,10457,42.9,5.3,43490,10422,21.8,4.4,32273,7863,1042,97,64300,8324,45.5,6.9,68641,11135,54.5,6.9,57016,10283,83.2,7.0,66289,6555,11.8,6.6,29875,74758,5.0,3.5,48750,26603,676,126,21830,4001,72.2,10.3,20959,2919,62.1,11.5,20993,2890,10.1,8.8,19929,80227,27.8,10.3,35233,23741,14.5,6.7,23833,15917,13.3,9.5,37667,37393,15.8,(X),(X),(X),13.1,(X),(X),(X),20.0,(X),(X),(X)
8600000US04252,04252,ZCTA5 04252,1884,134,54537,5668,97.5,1.8,54236,6102,0.6,0.7,-,**,0.0,1.2,-,**,0.4,0.7,-,**,0.0,1.2,-,**,0.0,1.2,-,**,1.5,1.4,55167,56525,0.7,0.9,-,**,96.8,2.2,54282,6070,3.9,3.6,16280,48860,34.8,5.9,55250,7035,44.7,5.5,62276,20023,16.6,3.1,44181,4915,1282,129,59063,8890,47.7,6.3,52250,11172,52.3,6.3,62404,18002,72.0,7.5,75509,13241,22.3,7.6,32115,5319,5.7,4.7,72125,114165,602,145,34013,8327,41.5,11.6,33636,16095,29.2,12.1,21731,15018,12.3,8.0,66250,17141,58.5,11.6,34531,13419,50.3,13.0,31679,6155,8.1,6.1,57321,10221,14.0,(X),(X),(X),10.8,(X),(X),(X),20.8,(X),(X),(X)
8600000US04253,04253,ZCTA5 04253,864,79,44031,6124,100.0,2.6,44031,6124,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,0.6,0.8,-,**,99.4,0.8,43903,5641,6.3,6.6,-,**,22.3,4.2,59583,21547,43.8,6.6,64167,11990,27.7,4.9,27986,4738,598,78,57321,8038,30.9,6.9,55417,18543,69.1,6.9,57688,9328,88.3,7.9,60938,6480,8.4,7.4,18750,40794,3.3,2.6,24000,4663,266,63,25870,10675,43.6,14.0,26591,14719,39.5,14.8,25341,16830,4.1,4.3,-,**,56.4,14.0,25208,21471,38.3,13.7,25625,20667,18.0,10.0,18750,113067,16.6,(X),(X),(X),17.4,(X),(X),(X),14.7,(X),(X),(X)
8600000US04254,04254,ZCTA5 04254,1267,111,40729,6245,98.0,1.9,40903,6629,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,2.0,1.9,36932,84297,0.0,1.8,-,**,98.0,1.9,40903,6629,6.9,4.5,7422,23748,27.9,5.5,46046,4477,31.2,6.8,42450,23611,34.1,5.5,29074,8758,757,83,50871,10579,48.1,7.1,45213,7816,51.9,7.1,58941,5229,82.0,8.1,58268,6136,11.8,7.2,9375,4522,6.2,4.6,24911,18672,510,128,23750,9184,65.5,12.0,20921,12317,58.4,12.6,15000,9967,7.1,7.3,27045,10995,34.5,12.0,50526,46380,18.2,10.3,19261,32187,16.3,10.5,54152,5944,19.5,(X),(X),(X),11.9,(X),(X),(X),25.7,(X),(X),(X)
8600000US04255,04255,ZCTA5 04255,310,36,52917,17744,99.4,1.0,52500,17156,0.0,7.0,-,**,0.6,1.0,-,**,0.0,7.0,-,**,0.0,7.0,-,**,0.0,7.0,-,**,0.0,7.0,-,**,0.0,7.0,-,**,99.4,1.0,52500,17156,0.0,7.0,-,**,27.7,7.7,46591,14032,48.4,9.2,84063,16266,23.9,7.4,41250,9346,210,39,70625,30108,33.3,10.8,29000,30562,66.7,10.8,76250,14138,84.8,7.6,74125,8551,5.2,5.2,21458,8191,10.0,6.6,27386,57924,100,27,43750,13481,26.0,10.3,28333,22759,24.0,10.1,23750,19011,2.0,2.9,-,**,74.0,10.3,50714,14331,37.0,16.7,38281,13902,37.0,17.7,85139,48218,22.9,(X),(X),(X),20.5,(X),(X),(X),22.0,(X),(X),(X)
8600000US04256,04256,ZCTA5 04256,1105,108,46250,26685,100.0,2.0,46250,26685,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,1.4,2.0,-,**,98.6,2.0,44936,25630,1.9,3.0,-,**,25.0,10.0,59352,12690,47.5,9.5,59911,44173,25.6,7.8,41875,9907,841,86,60938,27966,50.1,11.5,42750,20292,49.9,11.5,68833,12951,81.7,9.9,68417,7102,6.8,6.1,15536,13881,11.5,8.3,34563,17941,264,117,19762,19667,58.7,21.3,14830,37698,50.4,23.1,13580,29559,8.3,8.6,-,**,41.3,21.3,19851,60967,36.7,21.4,19494,35565,4.5,7.5,-,**,21.6,(X),(X),(X),18.1,(X),(X),(X),25.0,(X),(X),(X)
8600000US04257,04257,ZCTA5 04257,1120,115,26842,9666,97.9,1.8,27072,9548,0.5,1.0,-,**,0.0,2.0,-,**,0.7,0.9,-,**,0.0,2.0,-,**,0.0,2.0,-,**,0.8,1.1,-,**,0.0,2.0,-,**,97.9,1.8,27072,9548,0.0,2.0,-,**,23.8,6.3,17353,2409,47.9,8.0,44839,3962,28.4,7.0,21146,7277,621,72,35865,7500,33.3,7.1,19708,12794,66.7,7.1,45451,8198,64.1,9.3,44688,9221,28.8,9.2,19750,10375,7.1,4.3,38056,6942,499,132,16619,5333,47.3,14.4,20833,7645,45.1,14.3,20260,9060,2.2,3.1,-,**,52.7,14.4,15824,4728,42.9,13.7,14778,2472,9.8,7.0,66382,26992,24.4,(X),(X),(X),20.5,(X),(X),(X),24.2,(X),(X),(X)
8600000US04258,04258,ZCTA5 04258,937,69,65699,7722,96.6,3.2,66140,7474,0.0,2.4,-,**,0.0,2.4,-,**,1.8,2.7,-,**,0.0,2.4,-,**,0.0,2.4,-,**,1.6,1.8,82708,41850,0.4,0.7,-,**,96.2,3.4,66287,7351,1.2,1.5,-,**,29.9,6.4,65333,9747,49.4,6.8,75250,11971,19.5,5.4,42188,18802,758,48,70000,7190,39.6,8.2,76806,12146,60.4,8.2,65667,15206,89.3,5.3,74094,4807,6.7,4.4,32697,5941,4.0,3.6,38929,6895,179,56,31339,13373,38.5,15.0,16985,6301,38.5,15.0,16985,6301,0.0,11.8,-,**,61.5,15.0,46500,29779,30.2,14.7,38750,13957,31.3,18.2,61618,21958,23.6,(X),(X),(X),22.7,(X),(X),(X),24.6,(X),(X),(X)
8600000US04259,04259,ZCTA5 04259,1213,123,64514,17752,98.2,2.8,62986,21127,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,1.8,2.8,-,**,0.0,1.8,-,**,1.8,2.8,-,**,98.2,2.8,62986,21127,0.7,1.3,-,**,31.4,7.2,75375,20051,49.1,7.4,77656,38999,18.8,5.3,30833,7567,950,112,67465,15957,38.3,7.8,65865,8593,61.7,7.8,80833,27663,85.6,8.2,77768,12315,14.4,8.2,20179,45326,0.0,2.3,-,**,263,84,30034,9044,60.5,15.6,22344,11477,57.8,15.5,21250,11096,2.7,4.1,-,**,39.5,15.6,46250,48285,19.8,11.6,31458,14344,19.8,12.3,114231,51678,27.8,(X),(X),(X),22.9,(X),(X),(X),33.8,(X),(X),(X)
