GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
8600000US04538,04538,ZCTA5 04538,974,91,45795,9286,98.7,1.5,45083,10580,0.0,2.3,-,**,0.0,2.3,-,**,0.0,2.3,-,**,0.0,2.3,-,**,0.0,2.3,-,**,1.3,1.5,-,**,0.5,0.8,-,**,98.2,1.7,45500,10324,0.0,2.3,-,**,16.2,4.4,42000,20209,38.4,5.5,43750,17024,45.4,5.5,46833,9930,516,79,71458,12235,23.3,6.2,63214,40142,76.7,6.2,73214,13656,81.2,7.8,91125,17042,13.8,7.2,34539,7173,5.0,3.6,29375,28956,458,76,23929,5119,64.0,10.0,22198,3623,53.1,9.5,20991,3346,10.9,6.7,75625,41713,36.0,10.0,30972,10257,32.1,9.3,30602,11225,3.9,3.5,55625,48706,26.5,(X),(X),(X),28.1,(X),(X),(X),23.8,(X),(X),(X)
8600000US04539,04539,ZCTA5 04539,551,109,56422,19955,96.2,5.1,57328,20474,3.8,5.1,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,96.2,5.1,57328,20474,0.0,4.0,-,**,10.5,8.0,39750,60354,58.8,11.9,73468,16825,30.7,10.7,27083,17336,430,108,66037,17807,14.4,10.8,37125,61342,85.6,10.8,67012,23173,89.3,10.3,66707,20413,4.7,5.6,-,**,6.0,9.2,-,**,121,67,24375,30677,49.6,24.3,22045,40335,49.6,24.3,22045,40335,0.0,16.9,-,**,50.4,24.3,24875,37005,42.1,23.1,23625,21255,8.3,13.3,-,**,13.8,(X),(X),(X),13.5,(X),(X),(X),14.9,(X),(X),(X)
8600000US04541,04541,ZCTA5 04541,58,36,90556,117558,100.0,31.0,90556,117558,0.0,31.0,-,**,0.0,31.0,-,**,0.0,31.0,-,**,0.0,31.0,-,**,0.0,31.0,-,**,0.0,31.0,-,**,0.0,31.0,-,**,100.0,31.0,90556,117558,0.0,31.0,-,**,22.4,29.5,-,**,62.1,27.0,165909,168802,15.5,26.2,-,**,33,24,90972,88013,39.4,47.9,-,**,60.6,47.9,-,**,100.0,43.0,90972,88013,0.0,43.0,-,**,0.0,43.0,-,**,25,27,-,**,44.0,56.0,-,**,44.0,56.0,-,**,0.0,49.4,-,**,56.0,56.0,-,**,0.0,49.4,-,**,56.0,56.0,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),0.0,(X),(X),(X)
8600000US04543,04543,ZCTA5 04543,911,114,43668,4981,99.0,1.2,43852,4741,0.0,2.4,-,**,0.0,2.4,-,**,0.0,2.4,-,**,0.0,2.4,-,**,0.0,2.4,-,**,1.0,1.2,-,**,1.6,2.5,-,**,97.4,2.7,43545,5603,5.7,4.4,24375,10158,26.9,7.8,34922,18850,29.5,7.6,48958,13580,37.9,7.6,49688,10901,473,103,46806,5974,42.7,11.3,31463,11804,57.3,11.3,51620,11754,74.0,11.7,55875,9685,13.7,8.1,9427,15032,12.3,9.2,30833,6191,438,106,36250,6572,67.8,11.4,33977,4713,64.8,11.5,33661,6146,3.0,2.8,41250,167861,32.2,11.4,48380,18214,27.6,10.2,39688,22523,4.6,5.0,-,**,19.4,(X),(X),(X),19.0,(X),(X),(X),18.0,(X),(X),(X)
8600000US04544,04544,ZCTA5 04544,307,82,57875,21958,96.1,6.4,51696,21741,0.0,7.1,-,**,3.9,6.4,-,**,0.0,7.1,-,**,0.0,7.1,-,**,0.0,7.1,-,**,0.0,7.1,-,**,0.0,7.1,-,**,96.1,6.4,51696,21741,2.6,4.5,-,**,3.9,6.2,-,**,46.9,15.3,76875,54603,46.6,16.7,43385,28807,216,77,62143,45182,9.7,9.8,-,**,90.3,9.8,62656,46437,95.8,6.7,63594,51438,4.2,6.7,-,**,0.0,9.9,-,**,91,47,44531,24985,73.6,22.7,59375,41821,45.1,24.5,58125,81426,28.6,23.6,108542,72836,26.4,22.7,-,**,26.4,22.7,-,**,0.0,21.7,-,**,39.7,(X),(X),(X),33.3,(X),(X),(X),54.9,(X),(X),(X)
8600000US04547,04547,ZCTA5 04547,470,51,50000,7839,99.1,0.9,49545,8279,0.0,4.7,-,**,0.4,0.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.4,0.6,-,**,0.0,4.7,-,**,99.1,0.9,49545,8279,0.6,0.9,-,**,17.2,5.2,68125,40811,41.5,5.7,53618,5235,40.6,6.2,29609,19203,331,47,53250,3240,22.7,6.5,52321,16377,77.3,6.5,53370,3731,83.4,7.8,54457,3606,10.3,6.1,33125,39623,6.3,6.2,28958,581,139,34,30536,7271,62.6,15.3,33750,10080,53.2,16.4,31667,13937,9.4,7.1,94583,34926,37.4,15.3,27813,15392,33.1,13.7,24167,16940,4.3,4.1,-,**,24.7,(X),(X),(X),25.4,(X),(X),(X),14.4,(X),(X),(X)
8600000US04548,04548,ZCTA5 04548,442,62,58684,9215,99.1,1.1,58421,9699,0.0,5.0,-,**,0.2,0.5,-,**,0.7,1.0,-,**,0.0,5.0,-,**,0.0,5.0,-,**,0.0,5.0,-,**,0.0,5.0,-,**,99.1,1.1,58421,9699,0.0,5.0,-,**,24.2,8.3,57596,12365,28.1,7.5,50000,25608,47.7,8.7,62321,18994,302,57,69167,9038,29.1,9.1,52083,11102,70.9,9.1,72500,21121,78.8,8.5,76786,18706,12.3,6.4,52917,20783,8.9,5.8,65694,41772,140,46,40938,9761,68.6,16.7,41250,13665,50.0,19.6,36667,15966,18.6,16.5,59615,197890,31.4,16.7,40938,22743,29.3,16.0,40750,28255,2.1,3.3,-,**,28.3,(X),(X),(X),29.8,(X),(X),(X),25.0,(X),(X),(X)
8600000US04551,04551,ZCTA5 04551,369,61,55750,12973,99.5,0.9,56250,12606,0.0,5.9,-,**,0.0,5.9,-,**,0.0,5.9,-,**,0.0,5.9,-,**,0.5,0.9,-,**,0.0,5.9,-,**,0.0,5.9,-,**,99.5,0.9,56250,12606,0.0,5.9,-,**,25.2,10.2,78603,14201,34.7,10.2,48333,19944,40.1,9.1,43500,7662,256,54,63393,10295,28.9,11.9,79342,10865,71.1,11.9,54167,13972,86.3,8.7,69250,18351,12.9,8.3,42969,6998,0.8,1.7,-,**,113,32,34196,3132,68.1,15.6,34821,4313,61.1,15.7,35114,5268,7.1,6.7,33750,72959,31.9,15.6,33571,9423,31.9,15.6,33571,9423,0.0,18.0,-,**,20.3,(X),(X),(X),21.5,(X),(X),(X),15.9,(X),(X),(X)
8600000US04553,04553,ZCTA5 04553,802,77,55962,11165,99.1,1.1,56058,11403,0.0,2.8,-,**,0.0,2.8,-,**,0.4,1.0,-,**,0.0,2.8,-,**,0.5,0.6,-,**,0.0,2.8,-,**,0.5,0.9,-,**,98.6,1.4,55673,11604,0.0,2.8,-,**,30.5,6.8,58036,37431,33.3,6.2,70469,8950,36.2,6.0,45625,11694,439,68,72232,14488,41.5,8.7,69375,16010,58.5,8.7,81875,23533,81.8,8.3,90074,22559,12.5,6.6,43750,27035,5.7,5.9,-,**,363,69,26078,4046,56.5,12.3,24297,3857,43.8,11.1,25074,6306,12.7,9.3,24038,61213,43.5,12.3,35313,26647,36.1,11.8,25729,15726,7.4,7.2,98984,18267,36.8,(X),(X),(X),31.9,(X),(X),(X),42.7,(X),(X),(X)
8600000US04554,04554,ZCTA5 04554,456,75,44762,23556,100.0,4.8,44762,23556,0.0,4.8,-,**,0.0,4.8,-,**,0.0,4.8,-,**,0.0,4.8,-,**,0.0,4.8,-,**,0.0,4.8,-,**,0.0,4.8,-,**,100.0,4.8,44762,23556,2.0,3.1,-,**,4.8,5.3,-,**,30.3,10.2,62833,22897,62.9,11.0,42337,17939,221,70,67031,40321,5.0,7.6,-,**,95.0,7.6,65313,37320,87.3,11.1,58438,46274,3.6,5.7,-,**,9.0,10.0,-,**,235,75,37212,13595,57.0,16.5,26500,33195,46.4,18.4,23523,18815,10.6,11.8,-,**,43.0,16.5,38125,13821,38.7,16.4,37019,6647,4.3,6.7,-,**,30.3,(X),(X),(X),21.3,(X),(X),(X),34.9,(X),(X),(X)
8600000US04555,04555,ZCTA5 04555,771,86,52036,8337,97.4,3.4,54250,9350,0.0,2.9,-,**,0.0,2.9,-,**,0.0,2.9,-,**,0.0,2.9,-,**,0.0,2.9,-,**,2.6,3.4,-,**,1.2,1.5,-,**,96.2,3.6,53500,9445,2.5,2.5,64125,8015,25.3,5.4,59750,32339,43.2,5.7,60694,12581,29.1,5.0,41771,3147,517,66,61285,3800,36.6,7.7,48750,24991,63.4,7.7,65167,10861,77.4,8.1,65952,7380,15.3,6.4,32563,17773,7.4,5.3,59792,6860,254,60,34375,9400,62.6,11.2,23875,14377,44.1,10.6,18000,4102,18.5,9.9,66442,24220,37.4,11.2,50625,19303,19.3,8.6,32708,5887,18.1,11.5,55833,54966,23.3,(X),(X),(X),25.9,(X),(X),(X),18.1,(X),(X),(X)
8600000US04556,04556,ZCTA5 04556,483,53,54830,4794,98.1,2.2,55417,4783,0.0,4.5,-,**,0.0,4.5,-,**,0.0,4.5,-,**,0.0,4.5,-,**,0.6,1.0,-,**,1.2,1.9,-,**,0.0,4.5,-,**,98.1,2.2,55417,4783,2.5,2.3,25833,1285,21.3,5.7,49609,26120,43.1,7.5,58214,4396,33.1,6.1,54444,9302,360,52,58100,5065,38.6,8.3,51406,10784,61.4,8.3,62604,7667,86.9,6.0,60417,6304,10.3,5.4,16477,8684,2.8,2.8,46250,20737,123,33,33750,9476,70.7,14.6,28523,3911,68.3,15.4,28182,3446,2.4,3.5,-,**,29.3,14.6,71786,26101,21.1,12.1,78750,42384,8.1,7.5,71250,30351,31.9,(X),(X),(X),33.9,(X),(X),(X),22.8,(X),(X),(X)
8600000US04558,04558,ZCTA5 04558,157,60,22604,32051,100.0,13.3,22604,32051,0.0,13.3,-,**,0.0,13.3,-,**,0.0,13.3,-,**,0.0,13.3,-,**,0.0,13.3,-,**,0.0,13.3,-,**,0.0,13.3,-,**,100.0,13.3,22604,32051,0.0,13.3,-,**,6.4,10.6,-,**,45.9,23.2,13750,59155,47.8,23.0,23646,63638,84,42,75625,83211,0.0,23.2,-,**,100.0,23.2,75625,83211,76.2,24.7,83750,45988,23.8,24.7,-,**,0.0,23.2,-,**,73,50,18631,6486,82.2,25.4,17857,10380,82.2,25.4,17857,10380,0.0,26.0,-,**,17.8,25.4,-,**,17.8,25.4,-,**,0.0,26.0,-,**,51.0,(X),(X),(X),56.0,(X),(X),(X),45.2,(X),(X),(X)
8600000US04562,04562,ZCTA5 04562,903,106,59485,11573,99.2,1.1,60000,11694,0.0,2.5,-,**,0.2,0.4,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.6,0.9,-,**,1.0,1.3,-,**,98.2,1.6,60250,11705,0.8,1.3,-,**,17.1,4.8,53750,13362,49.6,6.3,67500,13714,32.6,5.0,50357,14218,621,88,64792,16477,20.5,5.7,58854,14279,79.5,5.7,67614,21268,91.6,5.2,68911,8533,4.7,3.2,25469,24068,3.7,4.0,-,**,282,72,55500,13565,59.9,13.0,49044,12261,55.7,13.3,48162,11505,4.3,5.1,-,**,40.1,13.0,80508,40268,22.0,11.5,80536,54096,18.1,11.0,80486,48511,25.1,(X),(X),(X),26.6,(X),(X),(X),22.0,(X),(X),(X)
8600000US04563,04563,ZCTA5 04563,544,59,49524,5438,100.0,4.0,49524,5438,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.7,1.1,-,**,99.3,1.1,49762,5003,2.9,3.4,-,**,32.9,5.6,55083,3995,37.7,5.5,48295,8041,26.5,5.6,37500,11321,379,53,53355,6753,39.3,6.9,58036,25983,60.7,6.9,51406,5414,79.2,7.9,65313,14644,16.4,6.9,25556,4558,4.5,4.3,41250,5172,165,39,29583,15533,51.5,12.8,26250,22350,40.0,13.4,20000,5062,11.5,11.2,43854,1110,48.5,12.8,32500,13498,42.4,13.2,24167,18927,6.1,5.2,55833,29055,24.8,(X),(X),(X),27.7,(X),(X),(X),15.8,(X),(X),(X)
8600000US04564,04564,ZCTA5 04564,219,66,63482,13179,100.0,9.8,63482,13179,0.0,9.8,-,**,0.0,9.8,-,**,0.0,9.8,-,**,0.0,9.8,-,**,0.0,9.8,-,**,0.0,9.8,-,**,0.0,9.8,-,**,100.0,9.8,63482,13179,0.0,9.8,-,**,19.2,20.2,-,**,42.0,21.2,48750,54846,38.8,18.0,77604,61014,112,55,64821,20281,37.5,33.5,-,**,62.5,33.5,79167,8845,100.0,18.1,64821,20281,0.0,18.1,-,**,0.0,18.1,-,**,107,52,24844,21991,74.8,23.4,28125,40183,57.0,27.1,21146,21884,17.8,18.6,-,**,25.2,23.4,23906,33658,25.2,23.4,23906,33658,0.0,18.8,-,**,30.1,(X),(X),(X),37.5,(X),(X),(X),22.4,(X),(X),(X)
8600000US04568,04568,ZCTA5 04568,234,42,53462,6089,100.0,9.2,53462,6089,0.0,9.2,-,**,0.0,9.2,-,**,0.0,9.2,-,**,0.0,9.2,-,**,0.0,9.2,-,**,0.0,9.2,-,**,4.3,6.1,-,**,95.7,6.1,52500,8016,0.0,9.2,-,**,15.8,8.8,53125,44108,35.5,10.2,52250,29309,48.7,9.0,56250,17305,149,36,58750,32171,21.5,12.3,52500,34842,78.5,12.3,87708,63721,84.6,10.3,84688,26697,15.4,10.3,42639,73431,0.0,14.0,-,**,85,27,36563,28814,54.1,15.7,22000,17822,49.4,15.7,26250,19701,4.7,6.0,-,**,45.9,15.7,60417,27707,40.0,15.5,51500,38993,5.9,7.4,-,**,28.6,(X),(X),(X),35.6,(X),(X),(X),7.1,(X),(X),(X)
8600000US04570,04570,ZCTA5 04570,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
8600000US04571,04571,ZCTA5 04571,165,63,55139,16506,100.0,12.7,55139,16506,0.0,12.7,-,**,0.0,12.7,-,**,0.0,12.7,-,**,0.0,12.7,-,**,0.0,12.7,-,**,0.0,12.7,-,**,0.0,12.7,-,**,100.0,12.7,55139,16506,8.5,12.6,-,**,4.2,8.1,-,**,43.6,22.8,54722,11807,43.6,23.6,115179,112907,114,56,54722,71641,31.6,22.9,26429,32819,68.4,22.9,115541,79695,81.6,22.8,115034,132353,0.0,17.8,-,**,18.4,22.8,-,**,51,45,63036,74502,13.7,23.4,-,**,0.0,33.9,-,**,13.7,23.4,-,**,86.3,23.4,29792,204944,86.3,23.4,29792,204944,0.0,33.9,-,**,24.2,(X),(X),(X),20.2,(X),(X),(X),19.6,(X),(X),(X)
8600000US04572,04572,ZCTA5 04572,1947,140,46798,8873,98.4,1.4,46952,8609,0.0,1.1,-,**,0.6,0.9,-,**,0.5,0.9,-,**,0.0,1.1,-,**,0.0,1.1,-,**,0.6,0.9,-,**,0.0,1.1,-,**,98.4,1.4,46952,8609,6.6,4.8,36597,79719,25.8,7.2,45972,28840,46.1,6.7,57941,14627,21.5,4.2,30893,10374,1380,138,49615,5441,35.9,9.6,36966,5242,64.1,9.6,57778,14595,81.5,9.7,55804,13409,16.5,9.6,37083,16900,2.0,2.3,-,**,567,169,21354,11570,61.7,16.3,24565,19076,50.8,16.7,17417,25115,10.9,9.1,34500,75921,38.3,16.3,16910,10156,36.2,16.3,16627,12104,2.1,3.7,-,**,25.6,(X),(X),(X),27.0,(X),(X),(X),16.9,(X),(X),(X)
8600000US04573,04573,ZCTA5 04573,219,44,47750,11828,100.0,9.8,47750,11828,0.0,9.8,-,**,0.0,9.8,-,**,0.0,9.8,-,**,0.0,9.8,-,**,0.0,9.8,-,**,0.0,9.8,-,**,0.0,9.8,-,**,100.0,9.8,47750,11828,0.0,9.8,-,**,20.5,10.9,38036,9210,34.7,10.5,67000,46607,44.7,11.4,43846,7191,148,36,66500,17266,35.1,10.5,63333,22350,64.9,10.5,78750,35828,87.2,9.2,80750,19356,12.8,9.2,33542,2812,0.0,14.1,-,**,71,34,26094,11552,54.9,24.3,35417,31149,50.7,24.1,22333,33825,4.2,7.5,-,**,45.1,24.3,25938,6480,33.8,22.0,21667,12783,11.3,13.1,-,**,23.7,(X),(X),(X),23.6,(X),(X),(X),23.9,(X),(X),(X)
8600000US04574,04574,ZCTA5 04574,582,70,46250,8430,98.3,2.1,45000,9377,0.7,1.0,-,**,1.0,1.8,-,**,0.0,3.8,-,**,0.0,3.8,-,**,0.0,3.8,-,**,0.0,3.8,-,**,0.5,0.8,-,**,97.8,2.3,45375,9232,0.7,1.0,-,**,28.2,5.3,48958,6951,45.5,5.4,50625,13353,25.6,5.4,38750,10499,400,58,51875,5537,31.5,7.4,47813,17711,68.5,7.4,54750,5691,80.8,7.4,52031,4481,12.0,5.7,31500,16964,7.3,5.7,60417,67345,182,42,25192,10241,45.6,12.9,21458,10882,35.2,13.1,15833,6981,10.4,10.2,80125,18647,54.4,12.9,25875,11987,44.5,12.5,21563,10434,9.9,6.9,76250,59414,33.5,(X),(X),(X),34.5,(X),(X),(X),31.3,(X),(X),(X)
8600000US04575,04575,ZCTA5 04575,24,22,235192,181434,100.0,50.4,235192,181434,0.0,50.4,-,**,0.0,50.4,-,**,0.0,50.4,-,**,0.0,50.4,-,**,0.0,50.4,-,**,0.0,50.4,-,**,0.0,50.4,-,**,100.0,50.4,235192,181434,0.0,50.4,-,**,0.0,50.4,-,**,0.0,50.4,-,**,100.0,50.4,235192,181434,19,21,-,**,0.0,56.6,-,**,100.0,56.6,-,**,100.0,56.6,-,**,0.0,56.6,-,**,0.0,56.6,-,**,5,7,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,100.0,100.0,-,**,54.2,(X),(X),(X),68.4,(X),(X),(X),0.0,(X),(X),(X)
8600000US04576,04576,ZCTA5 04576,346,51,53542,13478,100.0,6.3,53542,13478,0.0,6.3,-,**,0.0,6.3,-,**,0.0,6.3,-,**,0.0,6.3,-,**,0.0,6.3,-,**,0.0,6.3,-,**,0.0,6.3,-,**,100.0,6.3,53542,13478,1.7,2.9,-,**,13.9,8.3,63000,66476,26.6,7.7,43500,28498,57.8,9.4,55500,15486,156,37,75000,32492,12.2,9.9,45625,22294,87.8,9.9,98125,47868,85.3,12.8,78125,39684,6.4,7.0,32083,87522,8.3,9.2,-,**,190,45,34688,12246,55.3,13.5,38229,18326,41.6,14.4,24750,39999,13.7,10.0,39444,63956,44.7,13.5,27132,18930,29.5,11.9,25833,6351,15.3,8.9,39844,50713,30.6,(X),(X),(X),32.7,(X),(X),(X),27.9,(X),(X),(X)
8600000US04578,04578,ZCTA5 04578,1799,182,46328,9593,92.3,4.1,45078,8044,0.0,1.2,-,**,2.6,2.8,-,**,2.8,1.9,-,**,0.0,1.2,-,**,0.0,1.2,-,**,2.3,1.8,-,**,0.0,1.2,-,**,92.3,4.1,45078,8044,5.7,4.1,41635,85030,26.3,6.4,36851,10479,42.1,7.8,52287,8071,25.9,5.2,54342,21876,1103,143,54890,12396,36.1,8.9,33377,6341,63.9,8.9,68839,3309,70.4,9.1,70388,11405,17.3,8.8,22134,16384,12.2,6.9,43821,15962,696,195,33750,18543,29.3,9.8,30833,6498,20.5,8.4,26635,7109,8.8,6.1,45956,32931,70.7,9.8,41563,26921,40.2,13.8,24375,28378,30.5,13.7,44817,91921,35.6,(X),(X),(X),37.2,(X),(X),(X),22.4,(X),(X),(X)
8600000US04579,04579,ZCTA5 04579,1224,82,66548,7256,97.3,2.4,66726,7186,1.2,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,1.5,1.4,28214,26586,0.6,1.1,-,**,97.3,2.4,66726,7186,1.4,1.5,-,**,25.1,4.5,73906,11547,46.9,5.7,71071,16365,26.6,4.9,56477,11727,891,70,78281,6320,36.8,7.4,78456,9831,63.2,7.4,77417,8935,83.2,6.7,81152,3796,11.6,6.0,48073,11379,5.3,3.1,60125,50247,333,96,46458,14521,27.0,12.0,41346,4539,9.6,5.2,33333,9776,17.4,11.9,42404,31213,73.0,12.0,52679,20971,62.5,13.7,50667,34451,10.5,8.0,62188,7283,27.0,(X),(X),(X),28.4,(X),(X),(X),21.0,(X),(X),(X)
8600000US04605,04605,ZCTA5 04605,5791,232,48588,5288,98.4,0.6,49383,5218,0.6,0.3,-,**,0.2,0.2,59250,102185,0.2,0.2,42292,113961,0.0,0.4,-,**,0.1,0.1,138750,185606,0.5,0.3,14688,15506,1.5,1.0,126696,14207,96.9,1.1,48231,5204,3.6,2.3,21747,7837,25.8,2.2,57200,10666,43.7,3.0,56325,7517,26.9,2.2,34896,8495,3577,244,62907,4792,38.4,3.6,52727,11293,61.6,3.6,68179,6745,80.2,3.9,73937,5593,12.3,2.9,26712,5889,7.5,3.6,16868,13375,2214,245,25762,2528,59.2,5.7,23422,3591,47.8,5.5,20438,4430,11.4,3.5,46250,28203,40.8,5.7,28813,6949,30.3,5.2,24702,5172,10.5,3.6,38750,24930,25.6,(X),(X),(X),23.7,(X),(X),(X),24.5,(X),(X),(X)
8600000US04606,04606,ZCTA5 04606,545,62,44830,7884,97.4,2.2,44779,8741,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,2.6,2.2,55000,48572,0.0,4.0,-,**,97.4,2.2,44779,8741,5.9,4.8,54773,6768,22.8,5.3,45833,20161,41.3,6.2,47813,13712,30.1,4.9,37115,9658,345,57,44750,11942,38.0,7.7,33875,27735,62.0,7.7,47500,12272,84.1,6.6,53500,5843,13.6,6.3,25924,2314,2.3,2.2,41667,14278,200,48,28750,13272,41.0,10.9,20962,4491,31.0,10.7,16250,6262,10.0,8.7,33750,49546,59.0,10.9,43571,25285,51.5,11.9,34583,30614,7.5,8.0,-,**,29.5,(X),(X),(X),26.1,(X),(X),(X),34.0,(X),(X),(X)
8600000US04607,04607,ZCTA5 04607,476,59,43864,3943,100.0,4.6,43864,3943,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,100.0,4.6,43864,3943,3.2,3.6,-,**,25.8,7.7,46328,17763,41.2,8.0,44792,16445,29.8,6.0,42500,4758,354,48,46250,4642,39.8,8.6,39609,12132,60.2,8.6,48375,10577,84.7,7.0,51667,11774,15.3,7.0,15517,2031,0.0,6.2,-,**,122,38,24375,5410,37.7,13.9,25938,5454,36.9,13.4,25781,3992,0.8,2.7,-,**,62.3,13.9,22024,12427,53.3,14.0,21369,2281,9.0,8.3,89250,18895,23.3,(X),(X),(X),22.0,(X),(X),(X),27.0,(X),(X),(X)
8600000US04609,04609,ZCTA5 04609,2359,138,49233,7739,92.3,2.1,49290,7355,0.0,0.9,-,**,1.1,1.3,-,**,5.8,1.7,71429,56943,0.0,0.9,-,**,0.0,0.9,-,**,0.8,0.8,-,**,3.6,3.1,-,**,88.6,3.9,51250,7925,7.4,4.4,10699,12327,17.6,4.4,49286,24655,49.9,6.7,61991,18806,25.0,6.5,40000,11116,1214,150,73106,9421,43.1,10.3,56875,17277,56.9,10.3,79450,11769,78.8,9.9,82232,10191,18.2,9.4,44141,45580,3.0,2.9,46111,39552,1145,192,34936,8232,64.3,14.1,25588,14045,50.2,13.5,19385,15813,14.1,5.8,33625,46685,35.7,14.1,45023,4405,30.0,11.6,43271,4432,5.8,6.3,-,**,27.6,(X),(X),(X),23.0,(X),(X),(X),31.4,(X),(X),(X)
8600000US04611,04611,ZCTA5 04611,227,33,33750,6209,100.0,9.4,33750,6209,0.0,9.4,-,**,0.0,9.4,-,**,0.0,9.4,-,**,0.0,9.4,-,**,0.0,9.4,-,**,0.0,9.4,-,**,0.4,2.4,-,**,99.6,2.4,33654,5797,0.9,2.0,-,**,16.3,7.6,39063,23126,38.8,8.8,34375,29581,44.1,9.0,28500,8589,136,32,52188,10322,36.8,11.2,50833,15010,63.2,11.2,55417,13207,98.5,1.9,52500,10984,1.5,1.9,-,**,0.0,15.2,-,**,91,25,14135,2925,60.4,14.8,13558,3065,54.9,15.6,13077,2516,5.5,8.9,21250,16415,39.6,14.8,16500,11116,33.0,14.6,13750,14679,6.6,6.8,-,**,33.0,(X),(X),(X),39.7,(X),(X),(X),23.1,(X),(X),(X)
