year,source,hsanum,hsacity,hsastate,agesex_grp,pop
2013,Census+HUD,30006,Dover,NH,M_75_79,154.41339
2013,Census+HUD,20001,Augusta,ME,M_80_84,708.58471
2013,Census+HUD,20002,Bangor,ME,M_80_84,1208.06494
2013,Census+HUD,20003,Bar Harbor,ME,M_80_84,105.7834
2013,Census+HUD,20005,Belfast,ME,M_80_84,202.14795
2013,Census+HUD,20006,Biddeford,ME,M_80_84,736.15828
2013,Census+HUD,20007,Blue Hill,ME,M_80_84,148.18062
2013,Census+HUD,20008,Boothbay Harbor,ME,M_80_84,87.3218
2013,Census+HUD,20009,Bridgton,ME,M_80_84,176.69064
2013,Census+HUD,20010,Brunswick,ME,M_80_84,659.02509
2013,Census+HUD,20011,Calais,ME,M_80_84,130.45338
2013,Census+HUD,20012,Caribou,ME,M_80_84,217.63559999999998
2013,Census+HUD,20013,Damariscotta,ME,M_80_84,153.55259999999998
2013,Census+HUD,20014,Dover-Foxcroft,ME,M_80_84,239.6338
2013,Census+HUD,20015,Ellsworth,ME,M_80_84,298.15261
2013,Census+HUD,20016,Farmington,ME,M_80_84,406.64938
2013,Census+HUD,20017,Fort Kent,ME,M_80_84,166.42079999999999
2013,Census+HUD,20018,Houlton,ME,M_80_84,194.83334
2013,Census+HUD,20019,Lewiston,ME,M_80_84,1021.87399
2013,Census+HUD,20020,Lincoln,ME,M_80_84,115.77656
2013,Census+HUD,20021,Machias,ME,M_80_84,177.29406
2013,Census+HUD,20022,Millinocket,ME,M_80_84,98.2702
2013,Census+HUD,20023,Norway,ME,M_80_84,280.40488
2013,Census+HUD,20024,Pittsfield,ME,M_80_84,174.88268
2013,Census+HUD,20025,Portland,ME,M_80_84,2112.99654
2013,Census+HUD,20026,Presque Isle,ME,M_80_84,261.11400000000003
2013,Census+HUD,20027,Rockland,ME,M_80_84,529.4693
2013,Census+HUD,20028,Rumford,ME,M_80_84,174.65268
2013,Census+HUD,20029,Sanford,ME,M_80_84,422.6728
2013,Census+HUD,20030,Skowhegan,ME,M_80_84,293.3332
2013,Census+HUD,20031,Waterville,ME,M_80_84,684.88584
2013,Census+HUD,20033,York,ME,M_80_84,456.918
2013,Census+HUD,20035,Greenville,ME,M_80_84,27.145079999999997
2013,Census+HUD,30006,Dover,NH,M_80_84,111.04147999999999
2013,Census+HUD,20001,Augusta,ME,M_85_110,570.98674
2013,Census+HUD,20002,Bangor,ME,M_85_110,998.16879
2013,Census+HUD,20003,Bar Harbor,ME,M_85_110,83.00200000000001
2013,Census+HUD,20005,Belfast,ME,M_85_110,158.39538000000002
2013,Census+HUD,20006,Biddeford,ME,M_85_110,600.75496
2013,Census+HUD,20007,Blue Hill,ME,M_85_110,116.26859999999999
2013,Census+HUD,20008,Boothbay Harbor,ME,M_85_110,74.41336
2013,Census+HUD,20009,Bridgton,ME,M_85_110,149.48923
2013,Census+HUD,20010,Brunswick,ME,M_85_110,575.9880899999999
2013,Census+HUD,20011,Calais,ME,M_85_110,104.43399000000001
2013,Census+HUD,20012,Caribou,ME,M_85_110,152.08583
2013,Census+HUD,20013,Damariscotta,ME,M_85_110,130.85352
2013,Census+HUD,20014,Dover-Foxcroft,ME,M_85_110,186.09811000000002
2013,Census+HUD,20015,Ellsworth,ME,M_85_110,234.70707
2013,Census+HUD,20016,Farmington,ME,M_85_110,291.19442
2013,Census+HUD,20017,Fort Kent,ME,M_85_110,116.29643999999999
2013,Census+HUD,20018,Houlton,ME,M_85_110,138.16279
2013,Census+HUD,20019,Lewiston,ME,M_85_110,783.82957
2013,Census+HUD,20020,Lincoln,ME,M_85_110,95.30234
2013,Census+HUD,20021,Machias,ME,M_85_110,141.93213
2013,Census+HUD,20022,Millinocket,ME,M_85_110,80.33187000000001
2013,Census+HUD,20023,Norway,ME,M_85_110,214.88404000000003
2013,Census+HUD,20024,Pittsfield,ME,M_85_110,133.76924
2013,Census+HUD,20025,Portland,ME,M_85_110,1920.46021
2013,Census+HUD,20026,Presque Isle,ME,M_85_110,182.46895
2013,Census+HUD,20027,Rockland,ME,M_85_110,568.78316
2013,Census+HUD,20028,Rumford,ME,M_85_110,133.40921
2013,Census+HUD,20029,Sanford,ME,M_85_110,344.9296
2013,Census+HUD,20030,Skowhegan,ME,M_85_110,211.9378
2013,Census+HUD,20031,Waterville,ME,M_85_110,538.3948
2013,Census+HUD,20033,York,ME,M_85_110,372.876
2013,Census+HUD,20035,Greenville,ME,M_85_110,20.792969999999997
2013,Census+HUD,30006,Dover,NH,M_85_110,90.61736
2014,Census+HUD,20001,Augusta,ME,F_00_04,1691.7044499999997
2014,Census+HUD,20002,Bangor,ME,F_00_04,3037.39182
2014,Census+HUD,20003,Bar Harbor,ME,F_00_04,228.0992
2014,Census+HUD,20005,Belfast,ME,F_00_04,496.36851999999993
2014,Census+HUD,20006,Biddeford,ME,F_00_04,1793.7776
2014,Census+HUD,20007,Blue Hill,ME,F_00_04,277.6865
2014,Census+HUD,20008,Boothbay Harbor,ME,F_00_04,127.1057
2014,Census+HUD,20009,Bridgton,ME,F_00_04,438.83360000000005
2014,Census+HUD,20010,Brunswick,ME,F_00_04,1816.21874
2014,Census+HUD,20011,Calais,ME,F_00_04,311.1426
2014,Census+HUD,20012,Caribou,ME,F_00_04,391.08564
2014,Census+HUD,20013,Damariscotta,ME,F_00_04,225.42819999999998
2014,Census+HUD,20014,Dover-Foxcroft,ME,F_00_04,422.35589999999996
2014,Census+HUD,20015,Ellsworth,ME,F_00_04,582.5004200000001
2014,Census+HUD,20016,Farmington,ME,F_00_04,885.13694
2014,Census+HUD,20017,Fort Kent,ME,F_00_04,286.85442
2014,Census+HUD,20018,Houlton,ME,F_00_04,413.30893
2014,Census+HUD,20019,Lewiston,ME,F_00_04,3375.60747
2014,Census+HUD,20020,Lincoln,ME,F_00_04,292.03356
2014,Census+HUD,20021,Machias,ME,F_00_04,315.74478
2014,Census+HUD,20022,Millinocket,ME,F_00_04,242.32325
2014,Census+HUD,20023,Norway,ME,F_00_04,596.88432
2014,Census+HUD,20024,Pittsfield,ME,F_00_04,443.36724
2014,Census+HUD,20025,Portland,ME,F_00_04,6042.2834299999995
2014,Census+HUD,20026,Presque Isle,ME,F_00_04,533.42812
2014,Census+HUD,20027,Rockland,ME,F_00_04,1106.60444
2014,Census+HUD,20028,Rumford,ME,F_00_04,337.97103
2014,Census+HUD,20029,Sanford,ME,F_00_04,1018.61272
2014,Census+HUD,20030,Skowhegan,ME,F_00_04,726.83451
2014,Census+HUD,20031,Waterville,ME,F_00_04,1649.4252000000001
2014,Census+HUD,20033,York,ME,F_00_04,1082.72896
2014,Census+HUD,20035,Greenville,ME,F_00_04,44.214119999999994
2014,Census+HUD,30006,Dover,NH,F_00_04,329.99784
2014,Census+HUD,20001,Augusta,ME,F_05_09,1867.6587399999999
2014,Census+HUD,20002,Bangor,ME,F_05_09,3284.81351
2014,Census+HUD,20003,Bar Harbor,ME,F_05_09,256.65952
2014,Census+HUD,20005,Belfast,ME,F_05_09,591.34564
2014,Census+HUD,20006,Biddeford,ME,F_05_09,2057.637
2014,Census+HUD,20007,Blue Hill,ME,F_05_09,312.45565
2014,Census+HUD,20008,Boothbay Harbor,ME,F_05_09,154.61364999999998
2014,Census+HUD,20009,Bridgton,ME,F_05_09,494.60904
2014,Census+HUD,20010,Brunswick,ME,F_05_09,1951.8322400000002
2014,Census+HUD,20011,Calais,ME,F_05_09,360.315
2014,Census+HUD,20012,Caribou,ME,F_05_09,412.10136
2014,Census+HUD,20013,Damariscotta,ME,F_05_09,274.2149
2014,Census+HUD,20014,Dover-Foxcroft,ME,F_05_09,469.45439999999996
2014,Census+HUD,20015,Ellsworth,ME,F_05_09,658.32877
2014,Census+HUD,20016,Farmington,ME,F_05_09,979.0065
2014,Census+HUD,20017,Fort Kent,ME,F_05_09,302.26908000000003
2014,Census+HUD,20018,Houlton,ME,F_05_09,437.91456999999997
2014,Census+HUD,20019,Lewiston,ME,F_05_09,3438.95908
2014,Census+HUD,20020,Lincoln,ME,F_05_09,313.69022
2014,Census+HUD,20021,Machias,ME,F_05_09,365.6445
2014,Census+HUD,20022,Millinocket,ME,F_05_09,260.11269
2014,Census+HUD,20023,Norway,ME,F_05_09,700.80716
2014,Census+HUD,20024,Pittsfield,ME,F_05_09,481.70141
2014,Census+HUD,20025,Portland,ME,F_05_09,6655.24221
2014,Census+HUD,20026,Presque Isle,ME,F_05_09,562.09288
2014,Census+HUD,20027,Rockland,ME,F_05_09,1240.55308
2014,Census+HUD,20028,Rumford,ME,F_05_09,396.26261999999997
2014,Census+HUD,20029,Sanford,ME,F_05_09,1168.44765
2014,Census+HUD,20030,Skowhegan,ME,F_05_09,795.51751
2014,Census+HUD,20031,Waterville,ME,F_05_09,1826.59223
2014,Census+HUD,20033,York,ME,F_05_09,1241.9951999999998
2014,Census+HUD,20035,Greenville,ME,F_05_09,49.673829999999995
2014,Census+HUD,30006,Dover,NH,F_05_09,378.53954999999996
2014,Census+HUD,20001,Augusta,ME,F_10_14,2007.57792
2014,Census+HUD,20002,Bangor,ME,F_10_14,3400.65284
2014,Census+HUD,20003,Bar Harbor,ME,F_10_14,257.61791999999997
2014,Census+HUD,20005,Belfast,ME,F_10_14,602.65244
2014,Census+HUD,20006,Biddeford,ME,F_10_14,2214.2428
2014,Census+HUD,20007,Blue Hill,ME,F_10_14,313.6224
2014,Census+HUD,20008,Boothbay Harbor,ME,F_10_14,147.78409
2014,Census+HUD,20009,Bridgton,ME,F_10_14,521.34792
2014,Census+HUD,20010,Brunswick,ME,F_10_14,2065.84754
2014,Census+HUD,20011,Calais,ME,F_10_14,364.1301
2014,Census+HUD,20012,Caribou,ME,F_10_14,429.49368
2014,Census+HUD,20013,Damariscotta,ME,F_10_14,262.10233999999997
2014,Census+HUD,20014,Dover-Foxcroft,ME,F_10_14,525.269
2014,Census+HUD,20015,Ellsworth,ME,F_10_14,661.4866400000001
2014,Census+HUD,20016,Farmington,ME,F_10_14,998.732
2014,Census+HUD,20017,Fort Kent,ME,F_10_14,315.02604
2014,Census+HUD,20018,Houlton,ME,F_10_14,455.61519
2014,Census+HUD,20019,Lewiston,ME,F_10_14,3341.28891
2014,Census+HUD,20020,Lincoln,ME,F_10_14,325.6905
2014,Census+HUD,20021,Machias,ME,F_10_14,369.51603
2014,Census+HUD,20022,Millinocket,ME,F_10_14,270.10019
2014,Census+HUD,20023,Norway,ME,F_10_14,739.57019
2014,Census+HUD,20024,Pittsfield,ME,F_10_14,532.88808
2014,Census+HUD,20025,Portland,ME,F_10_14,7019.45049
2014,Census+HUD,20026,Presque Isle,ME,F_10_14,585.81544
2014,Census+HUD,20027,Rockland,ME,F_10_14,1283.43892
2014,Census+HUD,20028,Rumford,ME,F_10_14,417.74580999999995
2014,Census+HUD,20029,Sanford,ME,F_10_14,1257.37766
2014,Census+HUD,20030,Skowhegan,ME,F_10_14,916.31999
2014,Census+HUD,20031,Waterville,ME,F_10_14,1984.9834600000002
2014,Census+HUD,20033,York,ME,F_10_14,1336.52288
2014,Census+HUD,20035,Greenville,ME,F_10_14,56.80141999999999
2014,Census+HUD,30006,Dover,NH,F_10_14,407.35002
2014,Census+HUD,20001,Augusta,ME,F_15_19,2085.3633499999996
2014,Census+HUD,20002,Bangor,ME,F_15_19,4210.57632
2014,Census+HUD,20003,Bar Harbor,ME,F_15_19,262.79328
2014,Census+HUD,20005,Belfast,ME,F_15_19,624.13536
2014,Census+HUD,20006,Biddeford,ME,F_15_19,2331.6
2014,Census+HUD,20007,Blue Hill,ME,F_15_19,319.92285
2014,Census+HUD,20008,Boothbay Harbor,ME,F_15_19,162.01234
2014,Census+HUD,20009,Bridgton,ME,F_15_19,576.8828
2014,Census+HUD,20010,Brunswick,ME,F_15_19,2124.25138
2014,Census+HUD,20011,Calais,ME,F_15_19,373.032
2014,Census+HUD,20012,Caribou,ME,F_15_19,497.13048
2014,Census+HUD,20013,Damariscotta,ME,F_15_19,287.33684
2014,Census+HUD,20014,Dover-Foxcroft,ME,F_15_19,562.03805
2014,Census+HUD,20015,Ellsworth,ME,F_15_19,675.22493
2014,Census+HUD,20016,Farmington,ME,F_15_19,1304.18778
2014,Census+HUD,20017,Fort Kent,ME,F_15_19,364.63644
2014,Census+HUD,20018,Houlton,ME,F_15_19,526.6448800000001
2014,Census+HUD,20019,Lewiston,ME,F_15_19,3453.95321
2014,Census+HUD,20020,Lincoln,ME,F_15_19,408.867
2014,Census+HUD,20021,Machias,ME,F_15_19,378.5496
2014,Census+HUD,20022,Millinocket,ME,F_15_19,338.12784
2014,Census+HUD,20023,Norway,ME,F_15_19,809.5049399999999
2014,Census+HUD,20024,Pittsfield,ME,F_15_19,570.35985
2014,Census+HUD,20025,Portland,ME,F_15_19,7792.207809999999
2014,Census+HUD,20026,Presque Isle,ME,F_15_19,678.06984
2014,Census+HUD,20027,Rockland,ME,F_15_19,1297.52096
2014,Census+HUD,20028,Rumford,ME,F_15_19,461.98235
2014,Census+HUD,20029,Sanford,ME,F_15_19,1324.02
2014,Census+HUD,20030,Skowhegan,ME,F_15_19,876.44961
2014,Census+HUD,20031,Waterville,ME,F_15_19,2041.5603
2014,Census+HUD,20033,York,ME,F_15_19,1407.36
2014,Census+HUD,20035,Greenville,ME,F_15_19,57.82668
2014,Census+HUD,30006,Dover,NH,F_15_19,428.94
2014,Census+HUD,20001,Augusta,ME,F_20_24,2084.4707599999997
2014,Census+HUD,20002,Bangor,ME,F_20_24,4735.05055
2014,Census+HUD,20003,Bar Harbor,ME,F_20_24,258.57632
2014,Census+HUD,20005,Belfast,ME,F_20_24,556.8598999999999
2014,Census+HUD,20006,Biddeford,ME,F_20_24,2120.9788
2014,Census+HUD,20007,Blue Hill,ME,F_20_24,314.78915
2014,Census+HUD,20008,Boothbay Harbor,ME,F_20_24,143.61047
2014,Census+HUD,20009,Bridgton,ME,F_20_24,531.9250400000001
2014,Census+HUD,20010,Brunswick,ME,F_20_24,2066.4775000000004
2014,Census+HUD,20011,Calais,ME,F_20_24,334.4571
2014,Census+HUD,20012,Caribou,ME,F_20_24,444.71196
2014,Census+HUD,20013,Damariscotta,ME,F_20_24,254.70021999999997
2014,Census+HUD,20014,Dover-Foxcroft,ME,F_20_24,473.3669
2014,Census+HUD,20015,Ellsworth,ME,F_20_24,655.15819
2014,Census+HUD,20016,Farmington,ME,F_20_24,1358.4103
2014,Census+HUD,20017,Fort Kent,ME,F_20_24,326.18838
2014,Census+HUD,20018,Houlton,ME,F_20_24,477.86072
2014,Census+HUD,20019,Lewiston,ME,F_20_24,3509.2551900000003
2014,Census+HUD,20020,Lincoln,ME,F_20_24,461.4687
2014,Census+HUD,20021,Machias,ME,F_20_24,339.40413
2014,Census+HUD,20022,Millinocket,ME,F_20_24,378.99428
2014,Census+HUD,20023,Norway,ME,F_20_24,622.7597999999999
2014,Census+HUD,20024,Pittsfield,ME,F_20_24,541.52193
2014,Census+HUD,20025,Portland,ME,F_20_24,7894.4828099999995
2014,Census+HUD,20026,Presque Isle,ME,F_20_24,606.57268
2014,Census+HUD,20027,Rockland,ME,F_20_24,1124.48242
2014,Census+HUD,20028,Rumford,ME,F_20_24,361.43665
2014,Census+HUD,20029,Sanford,ME,F_20_24,1204.41686
2014,Census+HUD,20030,Skowhegan,ME,F_20_24,699.4911999999999
2014,Census+HUD,20031,Waterville,ME,F_20_24,1988.9999200000002
2014,Census+HUD,20033,York,ME,F_20_24,1280.22848
2014,Census+HUD,20035,Greenville,ME,F_20_24,42.77467
2014,Census+HUD,30006,Dover,NH,F_20_24,390.19241999999997
2014,Census+HUD,20001,Augusta,ME,F_25_29,1949.5948999999998
2014,Census+HUD,20002,Bangor,ME,F_25_29,4464.6803
2014,Census+HUD,20003,Bar Harbor,ME,F_25_29,284.45311999999996
2014,Census+HUD,20005,Belfast,ME,F_25_29,548.9451399999999
2014,Census+HUD,20006,Biddeford,ME,F_25_29,2217.7402
2014,Census+HUD,20007,Blue Hill,ME,F_25_29,346.2914
2014,Census+HUD,20008,Boothbay Harbor,ME,F_25_29,145.50757
2014,Census+HUD,20009,Bridgton,ME,F_25_29,563.92192
2014,Census+HUD,20010,Brunswick,ME,F_25_29,2255.88636
2014,Census+HUD,20011,Calais,ME,F_25_29,312.4143
2014,Census+HUD,20012,Caribou,ME,F_25_29,412.10136
2014,Census+HUD,20013,Damariscotta,ME,F_25_29,258.06482
2014,Census+HUD,20014,Dover-Foxcroft,ME,F_25_29,487.40685
2014,Census+HUD,20015,Ellsworth,ME,F_25_29,704.9970800000001
2014,Census+HUD,20016,Farmington,ME,F_25_29,1015.4484600000001
2014,Census+HUD,20017,Fort Kent,ME,F_25_29,302.26908000000003
2014,Census+HUD,20018,Houlton,ME,F_25_29,443.21058999999997
2014,Census+HUD,20019,Lewiston,ME,F_25_29,3623.5285
2014,Census+HUD,20020,Lincoln,ME,F_25_29,431.0565
2014,Census+HUD,20021,Machias,ME,F_25_29,317.03529
2014,Census+HUD,20022,Millinocket,ME,F_25_29,353.94262999999995
2014,Census+HUD,20023,Norway,ME,F_25_29,672.1083799999999
2014,Census+HUD,20024,Pittsfield,ME,F_25_29,555.65991
2014,Census+HUD,20025,Portland,ME,F_25_29,8293.75983
2014,Census+HUD,20026,Presque Isle,ME,F_25_29,562.09288
2014,Census+HUD,20027,Rockland,ME,F_25_29,1182.8319
2014,Census+HUD,20028,Rumford,ME,F_25_29,381.14782
2014,Census+HUD,20029,Sanford,ME,F_25_29,1259.3636900000001
2014,Census+HUD,20030,Skowhegan,ME,F_25_29,790.1946800000001
2014,Census+HUD,20031,Waterville,ME,F_25_29,1884.62523
2014,Census+HUD,20033,York,ME,F_25_29,1338.63392
2014,Census+HUD,20035,Greenville,ME,F_25_29,46.17116
2014,Census+HUD,30006,Dover,NH,F_25_29,407.99343
2014,Census+HUD,20001,Augusta,ME,F_30_34,2011.87582
2014,Census+HUD,20002,Bangor,ME,F_30_34,3794.06203
2014,Census+HUD,20003,Bar Harbor,ME,F_30_34,261.45151999999996
2014,Census+HUD,20005,Belfast,ME,F_30_34,610.00186
2014,Census+HUD,20006,Biddeford,ME,F_30_34,2212.6884
2014,Census+HUD,20007,Blue Hill,ME,F_30_34,318.2894
2014,Census+HUD,20008,Boothbay Harbor,ME,F_30_34,151.95771
2014,Census+HUD,20009,Bridgton,ME,F_30_34,564.47372
2014,Census+HUD,20010,Brunswick,ME,F_30_34,2211.07369
2014,Census+HUD,20011,Calais,ME,F_30_34,339.12
2014,Census+HUD,20012,Caribou,ME,F_30_34,400.74804
2014,Census+HUD,20013,Damariscotta,ME,F_30_34,269.50446
2014,Census+HUD,20014,Dover-Foxcroft,ME,F_30_34,484.67080000000004
2014,Census+HUD,20015,Ellsworth,ME,F_30_34,662.71052
2014,Census+HUD,20016,Farmington,ME,F_30_34,994.26252
2014,Census+HUD,20017,Fort Kent,ME,F_30_34,293.94162
2014,Census+HUD,20018,Houlton,ME,F_30_34,429.28569
2014,Census+HUD,20019,Lewiston,ME,F_30_34,3625.43899
2014,Census+HUD,20020,Lincoln,ME,F_30_34,363.9386
2014,Census+HUD,20021,Machias,ME,F_30_34,344.136
2014,Census+HUD,20022,Millinocket,ME,F_30_34,300.02736999999996
2014,Census+HUD,20023,Norway,ME,F_30_34,757.34755
2014,Census+HUD,20024,Pittsfield,ME,F_30_34,515.21777
2014,Census+HUD,20025,Portland,ME,F_30_34,7810.95871
2014,Census+HUD,20026,Presque Isle,ME,F_30_34,546.60732
2014,Census+HUD,20027,Rockland,ME,F_30_34,1282.42798
2014,Census+HUD,20028,Rumford,ME,F_30_34,427.0138
2014,Census+HUD,20029,Sanford,ME,F_30_34,1256.49498
2014,Census+HUD,20030,Skowhegan,ME,F_30_34,797.79135
2014,Census+HUD,20031,Waterville,ME,F_30_34,1952.70359
2014,Census+HUD,20033,York,ME,F_30_34,1335.58464
2014,Census+HUD,20035,Greenville,ME,F_30_34,49.20387
2014,Census+HUD,30006,Dover,NH,F_30_34,407.06406
2014,Census+HUD,20001,Augusta,ME,F_35_39,1964.3590899999997
2014,Census+HUD,20002,Bangor,ME,F_35_39,3543.21378
2014,Census+HUD,20003,Bar Harbor,ME,F_35_39,264.90175999999997
2014,Census+HUD,20005,Belfast,ME,F_35_39,626.39672
2014,Census+HUD,20006,Biddeford,ME,F_35_39,2172.274
2014,Census+HUD,20007,Blue Hill,ME,F_35_39,322.4897
2014,Census+HUD,20008,Boothbay Harbor,ME,F_35_39,157.64901
2014,Census+HUD,20009,Bridgton,ME,F_35_39,531.58924
2014,Census+HUD,20010,Brunswick,ME,F_35_39,2150.36137
2014,Census+HUD,20011,Calais,ME,F_35_39,337.8483
2014,Census+HUD,20012,Caribou,ME,F_35_39,420.3144
2014,Census+HUD,20013,Damariscotta,ME,F_35_39,279.59826
2014,Census+HUD,20014,Dover-Foxcroft,ME,F_35_39,527.71435
2014,Census+HUD,20015,Ellsworth,ME,F_35_39,669.82802
2014,Census+HUD,20016,Farmington,ME,F_35_39,1009.83088
2014,Census+HUD,20017,Fort Kent,ME,F_35_39,308.2932
2014,Census+HUD,20018,Houlton,ME,F_35_39,446.15072000000004
2014,Census+HUD,20019,Lewiston,ME,F_35_39,3361.94885
2014,Census+HUD,20020,Lincoln,ME,F_35_39,338.74008
2014,Census+HUD,20021,Machias,ME,F_35_39,342.84549
2014,Census+HUD,20022,Millinocket,ME,F_35_39,280.32503999999994
2014,Census+HUD,20023,Norway,ME,F_35_39,710.36334
2014,Census+HUD,20024,Pittsfield,ME,F_35_39,534.16383
2014,Census+HUD,20025,Portland,ME,F_35_39,7391.68825
2014,Census+HUD,20026,Presque Isle,ME,F_35_39,573.2952
2014,Census+HUD,20027,Rockland,ME,F_35_39,1296.8836000000001
2014,Census+HUD,20028,Rumford,ME,F_35_39,402.12530000000004
2014,Census+HUD,20029,Sanford,ME,F_35_39,1233.5453
2014,Census+HUD,20030,Skowhegan,ME,F_35_39,896.23815
2014,Census+HUD,20031,Waterville,ME,F_35_39,1940.79861
2014,Census+HUD,20033,York,ME,F_35_39,1311.1904
2014,Census+HUD,20035,Greenville,ME,F_35_39,56.47356
2014,Census+HUD,30006,Dover,NH,F_35_39,399.6291
2014,Census+HUD,20001,Augusta,ME,F_40_44,2240.5657499999998
2014,Census+HUD,20002,Bangor,ME,F_40_44,3962.3822
2014,Census+HUD,20003,Bar Harbor,ME,F_40_44,322.21407999999997
2014,Census+HUD,20005,Belfast,ME,F_40_44,688.01878
2014,Census+HUD,20006,Biddeford,ME,F_40_44,2532.1176
2014,Census+HUD,20007,Blue Hill,ME,F_40_44,392.26135
2014,Census+HUD,20008,Boothbay Harbor,ME,F_40_44,188.38203
2014,Census+HUD,20009,Bridgton,ME,F_40_44,619.62772
2014,Census+HUD,20010,Brunswick,ME,F_40_44,2490.26591
2014,Census+HUD,20011,Calais,ME,F_40_44,372.6081
2014,Census+HUD,20012,Caribou,ME,F_40_44,500.75388
2014,Census+HUD,20013,Damariscotta,ME,F_40_44,334.10478
2014,Census+HUD,20014,Dover-Foxcroft,ME,F_40_44,583.0188
2014,Census+HUD,20015,Ellsworth,ME,F_40_44,803.88815
2014,Census+HUD,20016,Farmington,ME,F_40_44,1075.2684199999999
2014,Census+HUD,20017,Fort Kent,ME,F_40_44,367.29414
2014,Census+HUD,20018,Houlton,ME,F_40_44,527.9147800000001
2014,Census+HUD,20019,Lewiston,ME,F_40_44,3695.73803
2014,Census+HUD,20020,Lincoln,ME,F_40_44,377.89058
2014,Census+HUD,20021,Machias,ME,F_40_44,378.11943
2014,Census+HUD,20022,Millinocket,ME,F_40_44,313.44537999999994
2014,Census+HUD,20023,Norway,ME,F_40_44,852.17293
2014,Census+HUD,20024,Pittsfield,ME,F_40_44,582.0434
2014,Census+HUD,20025,Portland,ME,F_40_44,8475.77737
2014,Census+HUD,20026,Presque Isle,ME,F_40_44,683.01204
2014,Census+HUD,20027,Rockland,ME,F_40_44,1482.56674
2014,Census+HUD,20028,Rumford,ME,F_40_44,480.05062
2014,Census+HUD,20029,Sanford,ME,F_40_44,1437.88572
2014,Census+HUD,20030,Skowhegan,ME,F_40_44,963.8051800000001
2014,Census+HUD,20031,Waterville,ME,F_40_44,2178.3709000000003
2014,Census+HUD,20033,York,ME,F_40_44,1528.39296
2014,Census+HUD,20035,Greenville,ME,F_40_44,62.28831999999999
2014,Census+HUD,30006,Dover,NH,F_40_44,465.82884
2014,Census+HUD,20001,Augusta,ME,F_45_49,2556.8166099999994
2014,Census+HUD,20002,Bangor,ME,F_45_49,4493.51848
2014,Census+HUD,20003,Bar Harbor,ME,F_45_49,352.30784
2014,Census+HUD,20005,Belfast,ME,F_45_49,725.3312199999999
2014,Census+HUD,20006,Biddeford,ME,F_45_49,2811.9096
2014,Census+HUD,20007,Blue Hill,ME,F_45_49,428.89730000000003
2014,Census+HUD,20008,Boothbay Harbor,ME,F_45_49,203.93824999999998
2014,Census+HUD,20009,Bridgton,ME,F_45_49,694.34124
2014,Census+HUD,20010,Brunswick,ME,F_45_49,2724.07351
2014,Census+HUD,20011,Calais,ME,F_45_49,449.7579
2014,Census+HUD,20012,Caribou,ME,F_45_49,573.705
2014,Census+HUD,20013,Damariscotta,ME,F_45_49,361.6945
2014,Census+HUD,20014,Dover-Foxcroft,ME,F_45_49,703.15935
2014,Census+HUD,20015,Ellsworth,ME,F_45_49,890.96522
2014,Census+HUD,20016,Farmington,ME,F_45_49,1283.91894
2014,Census+HUD,20017,Fort Kent,ME,F_45_49,420.8025
2014,Census+HUD,20018,Houlton,ME,F_45_49,606.06485
2014,Census+HUD,20019,Lewiston,ME,F_45_49,4108.63107
2014,Census+HUD,20020,Lincoln,ME,F_45_49,430.77332
2014,Census+HUD,20021,Machias,ME,F_45_49,456.41037
2014,Census+HUD,20022,Millinocket,ME,F_45_49,357.37461
2014,Census+HUD,20023,Norway,ME,F_45_49,983.46501
2014,Census+HUD,20024,Pittsfield,ME,F_45_49,686.2270699999999
2014,Census+HUD,20025,Portland,ME,F_45_49,9327.05193
2014,Census+HUD,20026,Presque Isle,ME,F_45_49,782.515
2014,Census+HUD,20027,Rockland,ME,F_45_49,1583.73414
2014,Census+HUD,20028,Rumford,ME,F_45_49,555.0876400000001
2014,Census+HUD,20029,Sanford,ME,F_45_49,1596.76812
2014,Census+HUD,20030,Skowhegan,ME,F_45_49,1161.7938000000001
2014,Census+HUD,20031,Waterville,ME,F_45_49,2497.1172
2014,Census+HUD,20033,York,ME,F_45_49,1697.27616
2014,Census+HUD,20035,Greenville,ME,F_45_49,76.35258
2014,Census+HUD,30006,Dover,NH,F_45_49,517.30164
2014,Census+HUD,20001,Augusta,ME,F_50_54,3027.58402
2014,Census+HUD,20002,Bangor,ME,F_50_54,5314.17576
2014,Census+HUD,20003,Bar Harbor,ME,F_50_54,450.63968
2014,Census+HUD,20005,Belfast,ME,F_50_54,897.75992
2014,Census+HUD,20006,Biddeford,ME,F_50_54,3364.4988
2014,Census+HUD,20007,Blue Hill,ME,F_50_54,548.60585
2014,Census+HUD,20008,Boothbay Harbor,ME,F_50_54,256.86734
2014,Census+HUD,20009,Bridgton,ME,F_50_54,808.1218
2014,Census+HUD,20010,Brunswick,ME,F_50_54,3181.06973
2014,Census+HUD,20011,Calais,ME,F_50_54,526.9077
2014,Census+HUD,20012,Caribou,ME,F_50_54,668.63808
2014,Census+HUD,20013,Damariscotta,ME,F_50_54,455.56683999999996
2014,Census+HUD,20014,Dover-Foxcroft,ME,F_50_54,850.125
2014,Census+HUD,20015,Ellsworth,ME,F_50_54,1125.93537
2014,Census+HUD,20016,Farmington,ME,F_50_54,1564.5463399999999
2014,Census+HUD,20017,Fort Kent,ME,F_50_54,490.43424
2014,Census+HUD,20018,Houlton,ME,F_50_54,706.7656099999999
